Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.740304,1747.438671,1666.227513,1590.035409,1460.017544,1370.67271,1452.447002,1396.502166,1511.770268,1209.614881,1273.049124,1239.167298,1470.52145,1805.296111,2355.50519,3090.359635,3797.78257,4666.636982,6328.211117,5176.13588,5817.897746
Belgium,BEL,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2732.224225,3045.402163,3784.992768,4841.307064,5664.005657,6619.807302,7154.884072,8324.373084,10164.51999,11666.85557,12707.42027,10493.50036,9230.126481,8738.556775,8354.325824,8644.302473,12021.90541,14951.61675,16191.57935,16323.91663,20349.62487,20785.53888,23088.12465,22012.69312,23913.88524,28067.96974,27154.33688,24532.02692,25051.33996,24886.86566,22697.0123,22600.91615,24465.3335,30039.09224,34706.6939,36011.4694,37918.7732,43255.39528,47374.44813,43847.99929,43006.12818
Belize,BLZ,308.333205,317.9586198,326.1731098,333.5211028,346.0450342,371.9270396,401.3393402,418.0532282,387.8679846,400.9089963,443.7163197,486.4179322,536.1599733,628.4050927,816.4524185,917.5685814,737.4205835,873.5733571,985.2688785,1067.794801,1333.90411,1286.919403,1165.107808,1203.929013,1301.993252,1258.423586,1337.147887,1578.481826,1751.390434,1982.259913,2185.449651,2292.374879,2603.737078,2730.534894,2752.418063,2863.888092,2888.60961,2844.339657,2888.354183,3013.607543,3329.663731,3388.421125,3516.879348,3610.519139,3737.805047,3820.68063,4025.085538,4098.721207,4233.157405,4048.619448,4057.151146
Benin,BEN,93.48303512,96.14708185,95.13537847,100.6881869,105.3560254,110.5892957,113.9275174,113.3356366,119.3679938,118.4976866,116.5315977,114.4590965,137.98858,166.1639923,178.6019652,212.702716,214.2146043,224.4659203,271.0342854,337.2954724,389.1664594,348.1370139,332.6206299,279.5694944,260.9754219,252.578553,314.0481707,357.4070759,360.5138224,324.6646585,386.5469384,380.5798684,317.9698016,398.118776,273.485526,355.5434653,379.2636172,360.1736025,379.3135738,377.1819222,345.9503552,352.8741361,404.6358346,496.5799582,547.1000615,561.6453188,601.5009283,683.6521297,799.7559729,765.5536147,741.0655283
Bermuda,BMU,1902.402119,1961.538169,2020.385965,2020.265248,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11357.40681,13586.39765,14333.94219,16112.31884,17728.41669,18562.50057,20623.90214,22430.79529,24107.32593,25192.95356,26320.66116,26801.63882,27539.34479,29841.96616,30459.38114,32913.28934,43614.72492,47380.08078,50495.93548,53619.8871,56042.17391,58887.728,62694.71338,66452.77778,70848.38863,76543.01887,84862.52351,92110.125,95170.21807,90161.14907,89739.30912
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,315.0090446,330.717959,328.1988307,356.2282595,354.9678244,351.1504019,397.6433194,483.0500212,524.7668517,498.8635918,536.7722019,449.9274689,459.031032,440.6101749,517.3725064,584.3864483,607.8832498,692.823283,697.4101836,754.5069579,768.7509995,810.0683565,886.1862455,996.1486647,1093.838758,1242.041317,1330.513362,1736.97563,1792.90975,1772.100855,2183.442333
Bolivia,BOL,167.8472954,178.5686111,190.9451482,201.0544653,221.487805,242.1797739,258.8825559,275.8989171,226.0009971,234.2858933,241.23191,253.6030362,284.141942,278.4739259,451.9152418,505.045981,560.1660677,646.1111413,734.8493431,844.7958062,847.708834,1076.874384,1000.871925,949.9125023,1058.082016,902.6380292,650.1600324,694.7228431,722.5013419,724.5968883,731.0371022,784.178113,809.2527329,803.3818473,818.8705672,898.8397621,968.4888854,1015.555564,1066.020152,1017.970653,1010.907367,960.4568503,914.2820539,916.7965142,976.6818232,1044.009674,1230.441154,1386.434364,1733.646069,1774.195208,1978.854327
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.7356609,560.1795003,842.8075719,1090.979047,1182.862776,1301.071889,1490.642834,1533.73081,1761.502191,2212.700605,2650.592891,2895.543038,3279.072872,4043.524302,4913.217707,4534.056981,4427.347194
Botswana,BWA,58.03744968,61.32376785,64.81460274,67.50545755,71.81212405,76.86570638,83.97026024,92.90236023,101.8147696,115.2504711,138.8874351,177.3738928,223.4108174,319.0743649,386.2087926,432.1092186,435.7418865,508.7493744,639.4991683,854.4021108,1064.924705,1039.620331,948.8073471,1059.114978,1084.215582,942.4929918,1139.804746,1558.176775,2032.481276,2298.718165,2742.12687,2769.710905,2830.498092,2762.328137,2806.550542,3010.382919,2956.106644,3119.480756,3061.294378,3394.592302,3204.115483,3381.286092,3368.999015,4418.722666,5425.145749,5467.659104,5921.247876,6422.185056,6877.041097,5822.096565,7426.628358
Brazil,BRA,208.4362263,203.2240286,257.845901,289.061242,258.6126863,258.2094763,312.0155145,343.4651427,370.6538984,399.6554099,440.5531567,499.816052,580.5790212,767.8924703,994.6321366,1143.0855,1377.900582,1552.96204,1728.977727,1892.155542,1930.991698,2115.453937,2209.018755,1558.378338,1567.129404,1636.316224,1928.358897,2074.062799,2286.955907,2893.460725,3086.87702,2677.266955,2526.596184,2791.968684,3854.882386,4751.065989,5109.344789,5220.858672,4980.985731,3413.256767,3696.146772,3129.755456,2812.334223,3041.677796,3609.877366,4743.266321,5793.398512,7197.028601,8628.952841,8391.668592,10992.94249
Brunei Darussalam,BRN,,,,,,1145.718591,1274.929371,1275.883246,1409.85453,1349.726136,1431.632925,1507.695437,1974.16957,3017.053554,7155.320188,7460.674387,8719.311288,10200.57788,11001.31852,15322.37442,26037.11018,22345.6905,21183.46325,18562.60147,17758.15762,16085.88251,10469.23412,11888.05972,11291.06629,12180.01562,13963.517,14272.47791,15680.81812,14964.06746,14494.10624,16345.96406,17213.35598,17055.7582,12975.46323,14390.55979,18350.13062,16752.27782,17106.51551,18801.25661,22116.83668,26248.41398,30975.36166,32442.93016,37414.31282,27390.05003,31007.99373
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,2261.417284,2255.761258,2220.823183,1897.078564,1943.06261,1959.938778,2261.757713,3168.865125,2561.108705,2449.800833,2377.335786,1267.734414,1214.484933,1278.517392,1149.377993,1554.721723,1063.075661,1209.502744,1581.824574,1611.129004,1579.34824,1729.191157,2030.788523,2641.787723,3249.287396,3733.263161,4313.430636,5498.035729,6798.134951,6403.147686,6334.682132
Burkina Faso,BFA,67.68671232,70.65825499,75.41125885,77.07772522,78.97692804,79.45388569,80.28191476,81.98114588,82.68328392,84.07519321,78.56181267,80.91290016,95.65654212,109.471914,119.3434274,146.0608409,148.4494622,168.1931015,214.4549679,248.2581228,267.4028993,240.3543679,231.6809597,206.1160501,183.3313289,190.0297341,242.8727488,275.3407024,296.0115622,288.1684271,332.6159372,327.2488905,227.5551425,230.4676709,182.2230623,222.5476795,235.3096256,216.5768393,241.3623932,252.2370048,212.3753864,222.3857061,252.7495748,318.7901981,370.4917793,384.7395561,399.7120816,448.5591797,538.2199842,522.266727,535.886652
Burundi,BDI,66.65537258,67.82734709,70.1059195,75.1084589,82.66037644,49.48698823,50.51025471,53.35879799,53.77717112,54.89041417,69.08570955,71.22590773,68.99403677,84.48711943,95.00179184,114.3860864,119.8179038,143.3671297,156.0629677,194.9326431,222.6942699,227.6198492,230.5103837,238.4004781,210.2513876,237.0799483,239.9515309,219.0046913,203.416886,203.7387939,202.0988647,203.9469532,185.6083106,158.197583,153.7329344,164.3616428,141.5305116,157.3885577,143.6118988,128.5997279,131.0463341,126.5119287,117.1909879,111.0017381,127.6857731,154.0737912,165.5435912,171.1709116,204.0306803,222.1533331,241.7868565
Cambodia,KHM,117.2661478,115.5342012,115.8382896,124.837917,130.8343471,141.428805,144.8873772,148.4568963,160.0788065,143.7054752,103.5459151,137.7816685,71.02273125,98.13829846,82.21278022,,,,,,,,,,,,,,,,,,,240.4089699,256.9892733,308.0968608,306.0248868,293.5264208,260.3364074,287.722788,293.5684654,314.5181583,333.5114129,357.661682,404.5663964,471.1219389,538.2130032,631.986488,748.9036877,744.1699611,795.166471
Cameroon,CMR,114.3892526,119.0117778,123.8328931,125.2861228,132.3954689,134.5973848,137.7609998,147.2077968,161.9246547,172.8065779,169.5472832,175.7290345,198.460118,237.4170595,296.1306823,351.2116099,381.1022851,404.5807563,514.0711227,657.228042,739.9516466,814.1867267,758.7291246,743.4017623,763.5394582,774.630276,980.4520761,1102.51047,1086.961618,941.253338,915.5031942,992.3753938,884.6346727,1022.330494,678.4894416,626.4717331,681.1797116,672.5404753,642.9963943,684.3135812,592.3720003,600.5777562,663.07423,811.6256044,919.0277516,944.9874451,1000.262308,1113.447114,1265.302944,1157.14167,1144.249782
Canada,CAN,2294.568814,2231.293824,2255.230044,2354.839122,2529.518179,2739.585849,3010.705908,3173.076194,3411.060154,3703.990405,4047.268455,4503.180745,5048.481943,5764.261107,6915.889343,7354.268358,8624.613972,8731.678917,8931.293455,9831.079371,10933.73156,12075.0246,12217.37343,13113.16893,13506.37154,13711.5156,14076.75234,15876.84241,18522.65837,20289.76637,20968.04115,21234.37582,20320.47371,19549.0171,19390.48537,20117.09961,20684.94578,21260.28681,20390.38845,21681.37931,23559.50369,23017.36875,23425.22643,27335.30883,31011.91122,35087.89259,39249.99822,43245.58992,45099.61337,39655.79404,46212.02947
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,474.0819789,460.6906807,456.2526639,439.0356659,409.2852959,419.2880417,572.9132537,700.2291064,779.9990579,780.5388463,881.4530674,899.2620907,979.2556787,1308.40774,1055.776673,1233.457217,1242.012133,1188.222271,1239.095068,1380.030429,1233.257523,1264.950161,1371.592541,1769.367573,1980.184638,2055.427986,2316.469284,2755.993921,3204.39076,3256.226332,3344.87221
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29693.92424,,,,,,,,,,,,,,
Central African Republic,CAF,74.59589429,80.52027495,79.96760649,81.58736604,87.85831746,91.32176435,93.84508603,95.32429109,109.2531364,104.9239878,103.4098532,108.0301851,121.1738285,139.9719637,142.409333,187.7005792,218.850304,240.6272878,282.8655717,316.5878833,350.5619635,296.9552094,310.3516257,265.0493065,249.3622158,329.2611456,416.378711,440.6878939,456.9069283,442.2716694,506.8551082,466.9626331,464.8838595,410.2634717,262.6645919,337.1419926,314.132228,287.3342984,294.1912192,289.4389069,247.0281844,247.3624031,258.9090153,292.8865708,321.2377787,336.0099555,360.3957288,407.9170428,467.9667526,458.9332861,451.2594423
Chad,TCD,106.1723804,110.7055212,116.0225857,118.021065,121.8672806,125.8609243,128.2725466,130.7725509,130.0944148,132.0432498,127.7545329,133.2373244,152.3948599,164.7102957,162.1889012,210.1570202,206.1489415,218.2501778,254.8699409,225.2306168,226.8302437,188.3420103,175.0986412,170.4757118,183.4090709,200.5447949,201.3070122,212.685196,262.6071639,246.0440273,289.2273836,302.8742986,294.598589,222.2844613,173.869056,206.6151787,222.6534085,207.380048,226.8776495,193.3964317,168.4499977,200.6756907,225.0967092,298.9621933,465.9700534,541.7935129,604.8151928,676.4757469,784.4311575,647.7725255,760.7122667
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41333.3429,43308.69638,44310.90232,42692.60105,45446.70839,49790.47479,57809.33986,59337.8241,64644.8668,76413.04835,,,
Chile,CHL,550.443578,599.5354833,683.553204,664.2271509,685.1432313,699.3962234,792.5830789,765.0261266,767.3055314,870.1675998,937.7232208,1096.547262,1161.855325,1623.245878,1514.182146,693.5944041,932.4558861,1246.218237,1417.062291,1881.290637,2466.478126,2876.595129,2111.463786,1687.694734,1615.084968,1361.667289,1439.608277,1669.639221,1935.138706,2190.864897,2393.03578,2712.287868,3250.967523,3423.982861,3890.980936,4951.567941,5178.744068,5580.106075,5277.793874,4792.371966,5144.589254,4635.737322,4497.250944,4877.267919,6237.875287,7631.34837,9376.127861,10392.94344,10694.86872,10178.89268,12639.52426
China,CHN,92.01122923,75.87257116,69.78987327,73.68876603,83.93043528,97.47009798,103.1811715,95.49668825,90.37133078,98.8898853,111.8227255,117.1815906,130.1112674,155.078442,157.9993781,175.865754,162.9205149,182.678568,154.9720597,182.2847006,193.0220513,195.3054051,201.4447468,223.251945,248.2889082,291.7744907,279.1851067,249.4127911,280.9678615,307.4899926,314.4306005,329.7490887,362.808414,373.8000229,469.2131942,604.2280606,703.1207994,774.467161,820.8630768,864.7303144,949.1780621,1041.637704,1135.44795,1273.640743,1490.380056,1731.125235,2069.343631,2651.260121,3413.588661,3748.934494,4432.963557
Colombia,COL,252.4848808,276.1452146,292.5345797,276.571714,332.5301746,312.0463225,285.4248982,291.2678499,292.6192655,308.1994226,337.4794774,357.720206,387.4280998,450.5071761,528.1459066,546.6737548,625.737715,776.0604927,906.0635697,1063.528716,1242.821541,1323.903639,1386.552351,1348.091755,1302.919843,1163.397875,1140.764726,1163.170254,1228.723044,1214.468499,1212.957119,1218.303891,1428.504788,1587.725226,2282.350312,2537.690248,2617.980325,2823.543494,2561.031495,2204.099977,2511.974665,2429.421963,2384.075859,2268.877065,2762.130444,3404.23412,3725.091367,4678.901045,5423.266868,5133.391256,6186.024868
Comoros,COM,,,,,,,,,,,,,,,,,,,,,375.5558168,335.326448,303.8725897,306.5757109,286.7527233,296.8079767,409.9179309,482.8776786,497.4538479,464.9904259,571.0081813,550.2376697,579.2870371,559.8719808,385.0775873,468.9642047,454.5711502,407.7655157,403.5455445,406.2695516,358.9529087,381.107115,423.4240111,532.5559051,579.0611616,601.9467843,610.3610341,685.1569539,760.5539521,747.9126957,739.5078761
"Congo, Dem. Rep.",COD,218.6039113,195.7679538,233.5946001,374.0096399,168.8529965,230.5095019,251.1399882,182.1444197,204.3777092,255.5253194,240.6711781,268.3975792,288.0694061,357.2077202,423.5403332,439.0548313,401.8323422,498.9583945,603.0038696,573.9075179,532.7766628,451.3085233,478.1458979,375.1271382,260.4693248,231.7680439,253.2670014,232.6828506,260.891336,256.9029194,256.8177372,240.0653632,208.0484938,260.6458119,136.4677514,128.0639028,127.4191393,131.3549251,131.2037207,97.28001849,86.75450673,92.01548671,105.6263512,104.8116837,116.7795942,125.2364412,149.3318891,164.776937,186.8803331,174.5055635,198.7087372
"Congo, Rep.",COG,129.9667838,145.847526,155.9776208,157.0784973,164.8290095,171.2731734,185.3269588,193.9309163,199.5105752,204.4677052,205.9494954,234.106877,289.4430063,370.3949428,387.9991617,493.3792981,471.1782745,464.1459883,517.8622066,686.3033934,948.5686916,1076.475062,1132.808988,1067.696597,1084.673256,1038.305968,863.8667001,1043.912944,977.9213571,1027.766473,1171.561684,1110.400307,1163.88674,741.4103543,665.4381503,774.3254738,904.124858,803.4752175,655.6561284,770.4002543,1026.831555,869.5838137,918.2318112,1038.838361,1349.084699,1722.812834,2130.66865,2250.217548,3091.232339,2434.009561,2970.116262
Costa Rica,CRI,380.4460986,354.9437512,334.8856838,345.5124221,354.0745102,374.7158933,396.7006847,416.2795443,447.8451572,481.0230299,541.002813,577.5497924,648.6684609,782.7814354,833.5103646,957.0734337,1147.872836,1423.690081,1588.851073,1770.460099,2061.773735,1088.994529,1052.096748,1560.890326,1754.030939,1781.955444,1980.685051,2056.259095,2079.074971,2294.049461,2411.361105,2275.665759,2658.608444,2917.67773,3119.378567,3379.254563,3329.466419,3516.46142,3768.380529,4122.811052,4068.821351,4097.882662,4125.291706,4210.502813,4390.486349,4632.856909,5140.89222,5911.591508,6596.715372,6403.581949,7773.858272
Cote d'Ivoire,CIV,150.1225292,163.6634275,164.3237657,186.2842582,216.6522186,207.9172962,222.5158368,226.14954,257.059412,262.1570434,268.7169514,280.1059421,312.9353578,405.8933689,474.8031697,575.3042426,657.9007535,844.4086738,1017.177214,1124.864414,1196.992771,948.986748,815.2814776,706.0974037,678.0629855,664.8657142,840.4989003,893.12449,876.9361165,806.3481922,862.4447551,810.4994475,833.4433423,799.2458206,583.2457914,749.4717159,804.4602394,756.6561717,805.0210013,773.0433624,628.2281148,624.2449496,668.5815108,787.0001751,873.0674649,908.0232051,947.6876055,1061.616689,1233.172418,1190.7805,1161.26314
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.552965,4025.822867,2299.659884,2349.250084,3135.136981,4721.697879,5193.904281,5140.349129,5577.96059,5067.558475,4861.67751,5191.901985,5974.075765,7689.956996,9237.116223,10090.36669,11228.62138,13376.00923,15693.84081,14044.3936,13461.39641
Cuba,CUB,,,,,,,,,,,654.2265946,780.7889541,902.8437095,1090.297996,1226.592769,1382.831239,1447.688142,1477.643907,1841.687337,2007.766512,2029.396377,2043.163244,2115.324556,2231.944251,2403.555478,2276.399454,2385.624729,2458.259389,2648.820676,2580.291376,2709.985589,2282.48615,2058.886643,2072.82974,2622.4872,2791.414599,2284.850609,2307.635625,2333.025032,2562.732295,2752.552094,2844.059443,3005.735616,3203.194781,3400.347308,3789.166787,4681.892538,5200.561521,5396.885835,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,976.3297581,1157.411576,1476.247865,1929.400058,2559.227526,4232.023038,4033.240377,4122.784411,4091.048525,4258.743547,4488.286942,5642.631462,6690.577923,7645.629703,8038.914153,9641.575281,9696.099541,11310.07195,10526.14185,11617.69275,14212.05401,14133.3252,13276.73238,14069.11641,14236.94154,13421.65542,13797.14597,14862.45444,18428.92826,21380.90308,22430.60642,23863.55546,27860.27611,31928.3968,29427.90879,28779.18555
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.85867,2782.964035,3240.534679,3800.976954,4448.88138,5595.630375,6291.156362,5770.875406,6203.704031,6044.972705,5724.837473,6288.811955,7685.088816,9335.67724,11156.65785,12705.62456,14445.72958,17467.41769,21627.15596,18805.65564,18910.00501
Denmark,DNK,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3366.068429,3730.62181,4525.817461,5966.277248,6609.436163,7824.975551,8610.205888,9601.170315,11617.03581,13516.41503,13607.06535,11788.17338,11516.09008,11576.33422,11290.86449,11968.61622,16866.49631,20941.26019,22074.35958,21443.03865,26422.82938,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.23358,57021.17318,62596.48854,56226.58015,56485.89444
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,845.6641433,,804.3303411,790.2046699,765.0947409,804.4391773,795.0299525,804.2203355,772.1992257,801.8167082,794.4047679,766.5713899,755.0458677,746.4625213,753.3733982,753.1196451,763.6264492,772.4228025,797.8614046,839.1586415,876.8834415,933.4593739,1010.085054,1148.308886,1202.919901,
Dominica,DMA,,,,,,,,,,,,,,,,,,495.4281279,608.4370901,591.232155,784.7354865,878.5326153,958.5697068,1069.286052,1210.695663,1338.799563,1534.798719,1745.98419,2003.995793,2152.920793,2345.010648,2547.034723,2702.280964,2815.618059,3019.751469,3139.356275,3321.595306,3469.235767,3670.042606,3824.703741,4657.019077,4765.502465,4718.518943,4924.912036,5311.807568,5246.513134,5643.737102,6119.179501,6780.714158,7085.447578,6963.872346
Dominican Republic,DOM,203.2069306,191.1799344,233.0287083,257.4846884,271.830638,228.0990414,245.043048,250.0728614,253.2087021,280.5354381,329.2418735,359.3216962,417.1215168,479.3416956,582.9047289,699.3356372,749.1386415,849.0411449,863.124981,971.2059602,1144.44518,1225.788452,1313.16823,1390.04029,1628.899588,778.2261136,924.3607686,861.3845084,778.0754593,948.3882979,983.1831973,1324.878685,1506.581425,1700.468977,1866.400236,2066.429712,2251.065828,2392.181532,2543.189167,2566.637534,2792.917696,2852.873837,2998.659564,2364.321484,2413.944918,3670.450539,3825.468751,4334.333429,4739.329227,4775.845883,5195.381237
Ecuador,ECU,227.5913937,214.239833,203.6725254,214.1778412,231.4654802,240.482411,251.5175722,267.1888633,276.9350982,299.883265,280.4207499,263.3487495,305.0546667,397.9028031,585.2655018,673.3359318,799.9198962,946.7083946,1033.642849,1238.853709,1495.474671,1708.618139,1570.185789,1296.475158,1285.280251,1302.519765,1105.772693,952.017858,929.1002511,950.1809001,1009.295451,1081.473455,1118.548859,1375.236959,1663.011918,1774.840783,1836.849513,2008.436072,1945.397767,1373.208626,1291.341613,1692.952514,1936.011166,2187.363451,2471.492601,2751.473105,3057.617436,3285.521997,3856.407958,3647.696263,4008.237964
"Egypt, Arab Rep.",EGY,148.5227586,151.2821129,136.127175,137.8439817,154.397332,160.8883722,163.8545187,166.9613613,178.3545225,195.547579,213.858295,224.9181541,233.2251949,250.3749942,229.6384731,285.0072652,325.599989,348.7946797,345.9778831,413.2746674,509.7047159,508.5333907,542.9754885,582.837223,619.6356182,684.7575461,691.3381599,761.9072198,643.803754,712.2416819,758.7602079,637.9470747,709.3624097,776.046367,850.3394095,969.3127845,1071.43828,1221.761357,1298.879882,1364.950544,1475.84441,1417.256455,1251.886587,1159.797175,1082.369248,1208.650122,1422.340016,1695.803891,2078.796297,2370.71111,2698.365074
El Salvador,SLV,225.5963103,222.5158448,239.2366708,244.8257798,261.4176949,270.5026488,278.0532402,283.7209198,285.3728211,288.5518056,303.2188736,309.1362645,320.923825,357.1924695,402.7626678,445.2755035,538.5319931,666.7003811,695.4831839,756.4312865,767.5597115,726.7626942,708.3240742,720.6387384,742.6004572,760.6993164,745.3427625,772.4161654,807.3663207,831.4324037,900.2531661,981.1070969,1082.965056,1242.465994,1427.57967,1657.042902,1781.182014,1906.922425,2042.909154,2108.688359,2211.022459,2315.233249,2389.135493,2504.22608,2620.475213,2825.181931,3053.871051,3295.416324,3496.297002,3353.828138,3460.023288
Equatorial Guinea,GNQ,,,35.36759057,41.53436436,48.01779556,240.3168676,250.8784922,256.0399047,233.8537726,230.2132229,228.0159246,227.9536376,238.0169675,309.4906448,377.2898986,437.7755347,453.5563633,471.7099728,,,,,,,,254.5814188,301.2587908,351.2495571,361.686258,309.1348827,353.4067555,337.8646344,385.6090914,367.7011191,293.7912033,370.5549582,566.5032341,1053.45453,933.9416892,1730.188673,2388.348625,3231.817401,3872.020248,5161.476453,8885.886023,13521.21293,15345.65913,19528.56852,27818.6444,17944.39343,20703.10031
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8425894,147.1058835,166.8794094,179.9268748,212.544454,205.8357301,217.4646263,194.6168663,172.7571562,180.3541143,169.9760056,209.9222115,256.8225939,244.8407165,260.7037207,274.6622873,278.9604332,364.2048206,402.9574968
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.016594,3339.855119,3609.82775,4035.56275,4150.035855,4143.927189,4572.912848,5386.393514,7270.284828,8912.790097,10330.24486,12503.12327,16392.72107,17738.5231,14264.01148,14062.23424
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,200.348106,204.9611517,220.8457642,202.0402881,229.048781,230.4158302,238.5067869,239.2978826,243.6332143,249.9847245,267.2351079,201.29719,139.9381223,131.6119106,135.3879514,143.5708522,142.3781327,125.5216408,115.8927678,123.6809168,119.5089967,112.5173128,120.6338039,138.3675767,165.4322388,199.1432698,246.8196042,325.5720148,350.7562775,320.3786726
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24926.48165,24976.35833,23224.09863,24912.63198,27020.40558,31320.81814,35145.52708,35867.50995,40642.29394,46904.18102,49650.38362,45205.93054,
Fiji,FJI,285.5721348,287.3577637,291.5648224,296.7947692,310.891524,317.0715803,316.1729491,333.30304,334.6400746,357.4440192,422.3924123,466.017459,583.3155425,768.6829565,987.9097723,1186.659675,1182.08611,1202.633387,1360.776469,1640.570108,1892.921507,1898.446153,1786.755449,1638.469936,1681.810725,1603.492081,1795.637814,1632.272447,1535.762464,1632.633968,1835.589152,1882.10986,2057.779811,2166.181831,2383.734576,2540.250346,2713.433737,2640.049167,2069.209214,2406.873235,2074.747318,2037.485389,2257.27088,2833.506969,3329.874928,3655.35718,3747.49705,4046.447152,4255.141586,3377.269039,3687.215765
Finland,FIN,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2436.341684,2683.909177,3139.88051,4123.5765,5234.647834,6181.200084,6659.59229,6985.092202,7538.150382,9221.335185,11090.54555,10789.89906,10809.58258,10355.68751,10675.99906,11215.32922,14704.69661,18257.04457,21668.46656,23526.65971,27852.29213,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.05406,46538.17128,51186.48516,44837.71087,43863.96693
France,FRA,1343.364127,1446.337057,1592.584194,1760.494676,1927.364553,2050.291947,2197.131014,2352.620455,2537.213214,2729.282371,2818.546951,3125.744937,3806.440612,4914.039852,5264.659974,6592.987079,6773.141087,7442.372025,9143.039184,11016.66425,12513.57463,10916.61035,10309.02433,9818.658774,9254.237066,9586.077795,13302.87305,16006.31345,17360.46462,17368.04738,21349.65978,21269.80186,23343.88756,21958.70388,23065.13422,26396.61121,26301.22018,23674.87051,24359.76051,24075.08601,21774.99299,21812.24902,23494.47836,28794.16731,32784.96831,33819.13577,35457.27358,40342.24327,43992.09864,40477.06443,39170.2647
French Polynesia,PYF,,,,,,1901.103712,2242.318382,2216.315332,2510.858002,2267.768549,2291.254773,2588.453691,2754.311004,3533.682148,4412.276824,5318.211096,5470.333122,5746.652375,7067.069325,8285.192568,9015.02021,8224.091099,8027.797909,8101.588827,8135.642498,8661.051228,12897.25255,13913.38134,14368.13172,13786.35681,16281.89917,16380.73843,17486.7192,17805.818,16647.23688,18454.17866,17961.85198,15877.10929,16473.11744,16259.08256,14507.54146,,,,,,,,,,
Gabon,GAB,291.2490376,343.2431757,372.0026794,312.293914,432.9512392,451.2518642,486.0948894,532.4667782,571.824703,610.2069883,611.4949511,707.1841243,780.1735698,1278.260156,2661.977835,3623.667004,4923.023772,4474.583057,3703.700275,4567.848204,6269.236588,5494.583513,4995.971809,4543.363733,4627.455303,4207.448583,4156.541685,3884.817897,4399.005797,4652.917632,6406.901897,5630.205556,5641.534237,4277.979935,3969.680363,4560.583568,5092.079788,4638.403776,3806.163759,3863.732385,4102.624602,3730.984693,3821.295277,4595.792565,5340.195263,6321.991158,6832.26272,8127.676418,10021.87342,7408.651978,8767.825851
"Gambia, The",GMB,,,,,,,105.9352783,109.6114101,94.4803151,101.163015,114.0185357,117.9612215,121.2828789,149.1030909,183.8039273,214.044968,202.1784088,241.4675619,291.4548935,340.2652874,382.8016718,335.1133631,318.8067164,302.8095034,241.261772,293.7385913,230.4767955,260.8982063,300.5691966,306.1849385,328.1926828,689.4479082,690.9365363,709.2769699,681.7458307,697.9326469,732.3090239,674.6673324,685.922521,646.4611994,603.5953462,514.6544955,420.2184609,343.5128333,396.2946763,415.0981768,423.3732764,502.0053986,590.2861506,535.5361627,550.6879805
