Series Code,Series Name,Country Code,Country Name,2007,2008,2009,2010
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,HND,Honduras,..,..,..,1.31569876
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,HKG,"Hong Kong, China",..,..,33.89085767,38.86412231
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,HUN,Hungary,1.891945609,3.645950473,6.142829706,7.787346205
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ISL,Iceland,..,15.72042,30.67379089,45.32854787
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IND,India,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IDN,Indonesia,..,..,0.701305116,18.68587189
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IRN,Iran (Islamic Rep. of),..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IRQ,Iraq,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IRL,Ireland,..,..,51.20546959,67.57359225
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ISR,Israel,..,..,..,32.35198965
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ITA,Italy,..,13.50542704,18.16306137,27.62636784
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JAM,Jamaica,..,..,..,1.480891278
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JPN,Japan,..,..,79.1775978,88.20578378
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,GBJ,Jersey,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JOR,Jordan,0,0,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KAZ,Kazakhstan,..,..,..,23.08695414
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KEN,Kenya,..,..,..,0.162986
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KIR,Kiribati,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KOR,Korea (Rep. of),..,74.02505818,88.93330723,98.21457864
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KWT,Kuwait,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KGZ,Kyrgyzstan,..,..,0.379442273,3.749374558
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LAO,Lao P.D.R.,..,..,0.26177398,0.403167672
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LVA,Latvia,2.486399354,10.42304546,17.31115514,27.53034999
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBN,Lebanon,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LSO,Lesotho,..,..,..,1.730147311
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBR,Liberia,..,0,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBY,Libya,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LIE,Liechtenstein,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LTU,Lithuania,..,..,11.35875433,14.22082789
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LUX,Luxembourg,..,..,..,61.39624159
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MAC,"Macao, China",9.08882381,44.31078013,114.7224654,152.6645526
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDG,Madagascar,..,..,..,0.046867263
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MWI,Malawi,..,..,0,0.583571088
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MYS,Malaysia,0.356362035,1.4042611,3.859833102,10.12569374
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDV,Maldives,..,..,..,6.6467227
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MLI,Mali,..,..,..,0.413043519
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MLT,Malta,..,11.0770487,16.9235586,19.74838841
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MHL,Marshall Islands,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MRT,Mauritania,..,..,..,0.519427142
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MUS,Mauritius,3.067455807,8.162953743,13.85868324,13.66531914
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MEX,Mexico,..,0.039600583,0.277218299,1.939558192
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,FSM,Micronesia (Fed. States of),..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDA,Moldova,..,0.962845445,2.220462506,3.358630351
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MCO,Monaco,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNG,Mongolia,..,..,..,7.327537254
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNE,Montenegro,..,..,3.172412699,8.70955993
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MAR,Morocco,..,0.856061818,2.235333144,4.90266909
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MOZ,Mozambique,..,..,..,0.59425162
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MMR,Myanmar,..,0,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NAM,Namibia,..,..,..,0.437964708
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NRU,Nauru,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NPL,Nepal,..,..,..,0.011535625
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NLD,Netherlands,..,..,..,38.006408
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ANT,Netherlands Antilles,..,0,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NCL,New Caledonia,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NZL,New Zealand,..,..,..,39.51358199
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NIC,Nicaragua,..,0.117485752,0.30960224,0.778899972
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NER,Niger,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NGA,Nigeria,..,..,..,0.599659714
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNP,Northern Marianas Islands,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NOR,Norway,..,..,11.12374385,19.39683534
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,OMN,Oman,0.01296274,0.983062713,..,26.38304219
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PAK,Pakistan,..,0,0.065218577,0.187299766
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PLW,Palau,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,WBG,Palestinian Authority,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PAN,Panama,..,..,..,3.355303939
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PNG,Papua New Guinea,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRY,Paraguay,..,..,0.904793081,2.707176397
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PER,Peru,..,..,0.293938897,0.917895517
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PHL,Philippines,..,..,1.677151773,2.3324913
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,POL,Poland,..,..,42.62636098,50.04861709
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRT,Portugal,..,..,20.36087425,24.03793445
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRI,Puerto Rico,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,QAT,Qatar,0,1.708092775,11.58662256,46.52031251
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ROM,Romania,3.649822873,7.063604493,7.661156252,10.70446005
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,RUS,Russia,..,..,..,34.68452631
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,RWA,Rwanda,..,..,..,1.317770464
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KNA,Saint Kitts and Nevis,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LCA,Saint Lucia,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,WSM,Samoa,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SMR,San Marino,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,STP,Sao Tome and Principe,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SAU,Saudi Arabia,..,..,4.886399602,9.836751459
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SEN,Senegal,..,..,..,0.194149333
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SRB,Serbia,..,..,..,17.52480459
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SYC,Seychelles,0.083553987,0.252430815,1.078079439,1.64127696
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SLE,Sierra Leone,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SGP,Singapore,41.90282262,54.54279521,69.10928706,98.22236395
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SVK,Slovak Republic,3.541335311,10.42954042,15.24566909,20.66754679
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SVN,Slovenia,..,..,..,24.41956368
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SLB,Solomon Islands,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SOM,Somalia,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZAF,South Africa,..,..,..,17.35390214
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SSD,South Sudan,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ESP,Spain,..,..,10.07590082,25.74025833
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LKA,Sri Lanka,..,..,..,1.409399419
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VCT,St. Vincent and the Grenadines,..,0,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SDN,Sudan,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SUR,Suriname,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SWZ,Swaziland,..,..,..,0.252939153
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SWE,Sweden,..,65.24693641,69.90570405,82.90255314
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,CHE,Switzerland,..,..,25.31700015,30.71270007
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SYR,Syria,..,..,0.19946401,0.503811597
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MKD,T.F.Y.R. Macedonia,..,..,..,18.75574782
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TWN,"Taiwan, China",5.339278945,9.405091208,14.94652061,36.82549144
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TJK,Tajikistan,..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TZA,Tanzania,..,0.549597403,0.857781154,1.031448159
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,THA,Thailand,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TLS,Timor-Leste,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TGO,Togo,..,..,..,0.033262561
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TON,Tonga,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TTO,Trinidad and Tobago,..,0,0,0.50966667
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUN,Tunisia,..,..,..,0.882230534
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUR,Turkey,..,..,..,1.990341889
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TKM,Turkmenistan,..,..,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUV,Tuvalu,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UGA,Uganda,..,..,1.190154112,1.618564341
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UKR,Ukraine,..,..,..,4.180571743
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ARE,United Arab Emirates,..,..,..,15.00483912
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,GBR,United Kingdom,..,..,36.97838273,43.18564978
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,USA,United States,..,8.699328314,39.81322184,52.74274042
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,URY,Uruguay,..,..,3.276353573,5.64001394
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UZB,Uzbekistan,..,..,7.191814617,15.00836118
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VUT,Vanuatu,..,..,..,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VEN,Venezuela,0,0.766793603,2.005409343,3.050649974
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VNM,Viet Nam,..,..,..,8.001698835
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VIR,Virgin Islands (U.S.),..,..,..,..
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,YEM,Yemen,..,..,0,0
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZMB,Zambia,..,..,0,0.263099789
I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZWE,Zimbabwe,..,..,0.160333597,4.844308383
