Series Code,Series Name,Country Code,Country Name,2007,2008,2009,2010,2011
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TCD,Chad,..,..,0.0424061649,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CHL,Chile,8.0075672505,8.5677772735,9.9968170065,10.6277442945,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CHN,China,6.4994456394,7.1682416998,8.3542784593,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,COL,Colombia,3.1147700548,4.1772410487,4.9637464756,5.7793653509,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,COM,Comoros,0.2077801126,0.2199318828,0.2266078399,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,COG,Congo,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ZAR,Congo (Democratic Republic of the),0.0783088642,0.107297489,0.1142602527,0.1147670547,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CRI,Costa Rica,3.5195328221,4.0574075368,5.9142761921,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CIV,Cote d'Ivoire,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,HRV,Croatia,26.5996685491,30.7944958194,33.9674948037,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CUB,Cuba,0.2984287344,..,0.3539227257,0.3561651696,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CYP,Cyprus,12.2868939359,14.8228274626,17.5101997023,18.717579081,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CZE,Czech Republic,15.4323570263,17.2886666058,13.1177180264,14.5727706958,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PRK,Dem. People's Rep. of Korea,0,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,DNK,Denmark,38.0224276987,38.4398775256,38.5732054704,39.0439920276,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,DJI,Djibouti,0.5878828237,0.7338400909,1.0425529475,1.3361973904,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,DMA,Dominica,..,..,..,12.6215741547,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,DOM,Dominican Rep.,2.7726109463,3.3201523692,3.3501373707,3.8206283267,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ECU,Ecuador,2.1661086169,2.1751985169,2.4488615065,3.3537279864,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,EGY,Egypt,3.4820278951,3.1979667148,2.9126512712,2.6111352047,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SLV,El Salvador,1.5604336957,2.0554591567,2.4430952225,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GNQ,Equatorial Guinea,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ERI,Eritrea,0.1071571248,0.1311768055,0.1373088024,0.1351434691,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,EST,Estonia,21.1614203279,24.1796527201,25.5549037774,25.1738819214,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ETH,Ethiopia,0.0417352712,0.0448176273,0.0918328185,0.0873085,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,FRO,Faroe Islands,29.7764143951,33.08023129,32.9994858612,33.6063890942,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,FJI,Fiji,1.6521663133,3.4070960622,3.3237399437,4.5318333347,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,FIN,Finland,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,FRA,France,27.9376676139,30.2906291663,32.8290103399,34.7203270489,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GUF,French Guiana,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PYF,French Polynesia,9.6424266774,10.8678805932,11.3865177354,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GAB,Gabon,0.7617812687,0.9542097896,1.3678381389,1.4713745871,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GMB,Gambia,0.2230172111,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GEO,Georgia,1.987202771,2.266513246,4.0351835889,5.8391717009,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,DEU,Germany,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GHA,Ghana,0.1102085059,0.1243671815,0.3892857416,0.2176221105,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GIB,Gibraltar,..,..,35.9264449533,38.2984543838,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GRC,Greece,11.2091304357,15.4454906996,17.4809801639,20.0949332823,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GRL,Greenland,18.2845976691,20.8419840536,21.7663688399,21.5180815415,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GRD,Grenada,..,10.4836921416,11.8841080915,13.8170298697,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GUM,Guam,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GTM,Guatemala,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,AAA,Guernsey,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GIN,Guinea,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GNB,Guinea-Bissau,..,0.0459499077,0.0470986174,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GUY,Guyana,..,..,..,2.1745728589,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,HTI,Haiti,1.0407502644,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,HND,Honduras,0.4992583274,0.8069160871,0.9712852066,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,HKG,"Hong Kong, China",41.6952819674,37.130426798,38.961295803,41.4326484091,42.6118409977
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,HUN,Hungary,14.3868423348,17.0213770143,19.0212159328,19.7458443284,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ISL,Iceland,34.6606873587,35.6150978865,35.9586490589,35.6579703626,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,IND,India,1.1490908014,1.07904878,1.2618605703,1.5261947854,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,IDN,Indonesia,0.6766481054,0.7266191168,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,IRN,Iran (Islamic Rep. of),..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,IRQ,Iraq,0.0004696038,0.0103014184,..,0.000852499,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,IRL,Ireland,25.2968942907,25.9304559341,25.0232254751,24.0403812166,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ISR,Israel,..,24.1669726313,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ITA,Italy,20.504372089,18.8395113769,20.4153938443,22.1301607535,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,JAM,Jamaica,3.5511815616,3.8311836788,4.1951842225,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,JPN,Japan,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GBJ,Jersey,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,JOR,Jordan,4.0288539294,3.9164964937,4.057908335,4.0136397129,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KAZ,Kazakhstan,4.4141696486,4.471316346,4.7755534087,9.6303797361,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KEN,Kenya,..,0.0289374049,0.0211569617,0.0301535208,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KIR,Kiribati,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KOR,Korea (Rep. of),30.9680319903,32.4173437895,34.0833588612,35.6834601594,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KWT,Kuwait,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KGZ,Kyrgyzstan,0.3868101984,0.5875362983,0.9012323147,1.2908721664,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LAO,Lao P.D.R.,0.092507905,0.2221188605,0.2557368177,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LVA,Latvia,14.0534681923,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LBN,Lebanon,6.2879818287,7.5595494509,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LSO,Lesotho,..,0.0653846082,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LBR,Liberia,0.4313819436,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LBY,Libya,..,11.7568239989,12.3346331523,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LIE,Liechtenstein,47.3543923326,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LTU,Lithuania,15.1937989543,17.6765931533,19.0347361959,20.6159806307,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LUX,Luxembourg,32.9147344833,29.4177463788,31.3722653259,33.1896076051,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MAC,"Macao, China",24.1419472463,24.000555488,24.095859336,24.4193019115,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MDG,Madagascar,0.0600619871,0.0548032613,0.0414775282,0.0425078543,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MWI,Malawi,0.6257007298,0.7568664387,1.0386164521,2.0468643347,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MYS,Malaysia,18.2280659353,18.9862500222,20.0068731363,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MDV,Maldives,4.0686699238,5.8069381599,5.640295247,5.2892666635,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MLI,Mali,0.0499258743,0.0700207953,0.1330935539,0.1584469918,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MLT,Malta,24.2445614239,24.8602474719,26.8635903858,28.6733971166,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MHL,Marshall Islands,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MRT,Mauritania,0.1786363501,0.2941503144,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MUS,Mauritius,6.8690471524,6.9279954263,7.8217943666,7.5816750977,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MEX,Mexico,5.2709460811,7.3482028708,8.6977952078,10.2525247801,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,FSM,Micronesia (Fed. States of),1.1744722596,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MDA,Moldova,3.0006482294,4.2859827034,5.648662324,7.5308049377,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MCO,Monaco,35.4157812721,..,..,38.9753438586,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MNG,Mongolia,0.660275884,1.4029752492,1.8122485165,2.6019221328,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MNE,Montenegro,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MAR,Morocco,1.5586337052,1.5622583026,1.516653135,1.566412777,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MOZ,Mozambique,..,..,0.0590980894,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MMR,Myanmar,0.0390635774,0.0450113401,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NAM,Namibia,4.1686274655,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NRU,Nauru,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NPL,Nepal,0.2801982587,..,..,0.4284937424,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NLD,Netherlands,34.1655110417,35.1748620864,37.0185445395,38.1027181865,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ANT,Netherlands Antilles,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NCL,New Caledonia,9.0065543306,10.9554528202,13.4123126772,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NZL,New Zealand,34.2283130311,35.1581849494,32.7347160107,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NIC,Nicaragua,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NER,Niger,..,..,..,0.0238977001,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NGA,Nigeria,..,0.0766637509,0.1216618199,0.140234527,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MNP,Northern Marianas Islands,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,NOR,Norway,33.9256792014,33.682440046,34.8354634524,35.5074459704,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,OMN,Oman,2.7758223043,3.0401260844,2.8809342877,2.6562345571,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PAK,Pakistan,2.1283634741,2.0902728151,2.1701596745,1.8642790088,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PLW,Palau,5.6118898499,5.6011469251,5.3376585078,5.3096912857,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,WBG,Palestinian Authority,2.7427010838,2.6902590482,2.9185849137,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PAN,Panama,4.9428279035,6.10928502,7.0594450852,8.1059024915,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PNG,Papua New Guinea,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PRY,Paraguay,1.2166434205,1.6918443938,2.4743246968,1.6380852695,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PER,Peru,..,..,2.8639956903,3.1795801367,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PHL,Philippines,2.928453415,3.9321199631,3.9257128631,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,POL,Poland,..,11.4211477165,13.1671337262,12.9661078056,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PRT,Portugal,15.1931516824,15.455806004,18.8472930209,20.8076906792,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,PRI,Puerto Rico,..,13.6591805066,13.6498368489,15.3602191939,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,QAT,Qatar,7.380715537,8.2368236322,9.1265611651,8.5518875729,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ROM,Romania,9.8030638738,11.5333607787,13.000750004,13.9623391963,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,RUS,Russia,..,..,41.7295528232,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,RWA,Rwanda,0.0574427907,0.0845753917,0.1203051999,0.1574829831,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,KNA,Saint Kitts and Nevis,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LCA,Saint Lucia,7.1940187093,9.4963193923,11.0855976528,11.9420200038,12.3054463657
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,WSM,Samoa,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SMR,San Marino,18.995710646,20.834668889,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,STP,Sao Tome and Principe,1.6052261996,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SAU,Saudi Arabia,6.7530744769,7.0023857477,7.0193988199,6.9147262217,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SEN,Senegal,0.3408641005,0.4081572747,0.4934803518,0.6325295197,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SRB,Serbia,12.4933576318,10.4847312823,10.3842249864,11.3019169575,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SYC,Seychelles,6.026478376,5.825775991,6.6032365618,9.1541644513,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SLE,Sierra Leone,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SGP,Singapore,42.0424114494,23.5131854887,25.2181464703,26.218843988,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SVK,Slovak Republic,10.0149070866,10.5856427062,12.36430588,13.3886134667,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SVN,Slovenia,20.7383425804,22.5278618473,23.7629197051,24.7558235781,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SLB,Solomon Islands,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SOM,Somalia,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ZAF,South Africa,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SSD,South Sudan,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ESP,Spain,19.2618622421,20.8089605123,21.6045545091,23.1334907756,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,LKA,Sri Lanka,0.9981517116,1.2024930009,1.2083520448,1.4292268883,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,VCT,St. Vincent and the Grenadines,7.7911241518,8.9367821356,10.8136800007,11.6789990213,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SDN,Sudan,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SUR,Suriname,1.8622484984,2.1356486353,2.4258407536,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SWZ,Swaziland,..,1.7386103635,1.8830054479,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SWE,Sweden,39.0493609365,36.6929952044,35.2447559958,34.4478978883,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,CHE,Switzerland,37.2254993709,36.4473873938,37.3585247804,39.0576173901,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,SYR,Syria,3.2543100102,3.7788931282,4.2429385876,4.8312186321,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,MKD,T.F.Y.R. Macedonia,13.3617881931,14.0525518825,10.7750554389,12.5498710789,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TWN,"Taiwan, China",25.9824999395,26.1230359155,24.4831065667,25.3341368515,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TJK,Tajikistan,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TZA,Tanzania,0.4407304584,0.595817129,0.9133242801,1.0866250624,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,THA,Thailand,1.9144320696,2.6262282075,3.3411185687,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TLS,Timor-Leste,0.0652356307,0.0640889688,0.0999193554,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TGO,Togo,1.1280405448,1.1243696161,1.0106815497,1.0048445552,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TON,Tonga,3.6174623976,4.3319405306,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TTO,Trinidad and Tobago,6.1644961951,8.5696898666,10.8468670983,12.7543394721,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TUN,Tunisia,2.4989121817,2.7446870281,3.9937717853,5.1836029117,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TUR,Turkey,6.9702558068,8.2189712808,8.9863596427,9.9300689016,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TKM,Turkmenistan,..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,TUV,Tuvalu,8.1950419996,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,UGA,Uganda,0.0510878498,0.0701991921,0.0926843931,0.4009611699,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,UKR,Ukraine,2.969980354,4.1422252384,5.7955866137,8.0556977133,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ARE,United Arab Emirates,16.7237654843,19.3410490697,20.2398392233,18.3035109276,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,GBR,United Kingdom,30.0511850504,30.3137156886,31.2043465035,33.0906945805,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,USA,United States,25.7992488826,..,27.5975633645,28.7032095487,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,URY,Uruguay,6.9104801399,8.0946703898,9.5111650684,11.1280443459,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,UZB,Uzbekistan,7.6026739227,9.2085722595,10.0903333939,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,VUT,Vanuatu,..,..,1.1086872835,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,VEN,Venezuela,3.6352135601,5.2499039026,5.3214853776,6.2132363179,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,VNM,Viet Nam,6.1648622385,7.7950563799,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,VIR,Virgin Islands (U.S.),..,..,..,..,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,YEM,Yemen,0.9845359204,1.352390848,1.9547145787,2.4197054828,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ZMB,Zambia,0.1043351253,0.1460304249,0.1395343793,0.1323292002,..
I993,Fixed (wired) Internet subscriptions per 100 inhabitants ,ZWE,Zimbabwe,0.797196113,0.7990977504,0.7992629785,0.9624980531,..
