IM code,Series Code,Series Name,Country Code,Country Name,2011,2012
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IRQ,Iraq,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,IRL,Ireland,59.38724231,64.23603635
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ISR,Israel,40.57609472,65.53237501
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ITA,Italy,44.37996316,51.76321262
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JAM,Jamaica,1.526566066,1.575327261
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JPN,Japan,104.00647,113.1192751
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,GBJ,Jersey,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,JOR,Jordan,4.932080012,10.71071941
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KAZ,Kazakhstan,38.40992179,41.98446558
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KEN,Kenya,0.265659031,2.219555363
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KIR,Kiribati,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KOR,Korea (Rep. of),105.0522528,106.0378824
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KWT,Kuwait,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KGZ,Kyrgyzstan,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LAO,Lao P.D.R.,0.556612501,0.768755999
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LVA,Latvia,37.55816618,51.23128724
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBN,Lebanon,0.305206948,0.314559271
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LSO,Lesotho,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBR,Liberia,0.005546712,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LBY,Libya,,13.81560267
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LIE,Liechtenstein,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LTU,Lithuania,7.766968276,8.55100785
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LUX,Luxembourg,66.6688633,72.56927328
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MAC,"Macao, China",,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDG,Madagascar,0.051606523,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MWI,Malawi,3.079692148,3.462711113
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MYS,Malaysia,12.26369976,13.51963478
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDV,Maldives,17.40028305,21.47339145
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MLI,Mali,0.269142951,0.657538313
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MLT,Malta,35.14400929,57.64028701
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MHL,Marshall Islands,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MRT,Mauritania,4.911450951,3.227636179
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MUS,Mauritius,12.45139075,21.49865695
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MEX,Mexico,6.519446977,9.724259396
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,FSM,Micronesia (Fed. States of),0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MDA,Moldova,3.520953131,5.070915356
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MCO,Monaco,45.16329353,50.78433585
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNG,Mongolia,17.24102365,26.67912171
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNE,Montenegro,15.3316431,26.99132106
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MAR,Morocco,8.026945394,10.04205526
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MOZ,Mozambique,1.044726496,1.836962546
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MMR,Myanmar,0.01831939,0.028733045
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NAM,Namibia,20.90598811,28.82289327
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NRU,Nauru,6.790842064,9.643201543
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NPL,Nepal,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NLD,Netherlands,52.60806255,60.97798833
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ANT,Netherlands Antilles,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NCL,New Caledonia,2.354640211,2.318975013
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NZL,New Zealand,53.05233266,65.22825293
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NIC,Nicaragua,0.829798467,1.019328962
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NER,Niger,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NGA,Nigeria,9.992702871,10.19241966
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MNP,Northern Marianas Islands,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,NOR,Norway,76.51361017,84.62534488
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,OMN,Oman,37.81444726,56.68309323
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PAK,Pakistan,0.183959563,0.324787606
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PLW,Palau,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,WBG,Palestinian Authority,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PAN,Panama,14.51114966,15.01054761
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PNG,Papua New Guinea,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRY,Paraguay,4.389544311,5.480519585
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PER,Peru,1.382665069,2.776312462
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PHL,Philippines,3.363133082,3.824965396
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,POL,Poland,49.64747727,49.25478422
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRT,Portugal,27.35801868,32.46908008
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,PRI,Puerto Rico,14.70170011,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,QAT,Qatar,70.33599798,72.10816844
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ROM,Romania,14.08812401,23.70541658
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,RUS,Russia,47.88351332,52.86654472
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,RWA,Rwanda,1.031358089,3.245262108
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,KNA,Saint Kitts and Nevis,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LCA,Saint Lucia,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,WSM,Samoa,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SMR,San Marino,10.6002836,10.95633119
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,STP,Sao Tome and Principe,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SAU,Saudi Arabia,40.37082684,42.78072497
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SEN,Senegal,1.564833552,3.750816776
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SRB,Serbia,34.47717435,40.16121533
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SYC,Seychelles,4.706545886,8.67395519
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SLE,Sierra Leone,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SGP,Singapore,114.0608408,123.2925656
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SVK,Slovak Republic,31.91821917,34.94755427
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SVN,Slovenia,29.27265294,37.09337533
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SLB,Solomon Islands,3.826591123,6.324307435
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SOM,Somalia,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZAF,South Africa,19.81768601,26.01587303
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SSD,South Sudan,,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ESP,Spain,41.57538188,53.23843984
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,LKA,Sri Lanka,2.304542267,4.440637876
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VCT,St. Vincent and the Grenadines,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SDN,Sudan,15.50491139,16.39422027
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SUR,Suriname,0,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SWZ,Swaziland,0.664821786,12.00418221
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SWE,Sweden,97.38442308,101.2725225
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,CHE,Switzerland,35.64890303,41.40316115
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,SYR,Syria,0.96406936,1.845845829
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,MKD,T.F.Y.R. Macedonia,18.08659654,21.59334425
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TWN,"Taiwan, China",42.68402742,46.11869313
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TJK,Tajikistan,,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TZA,Tanzania,1.239763674,1.489412737
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,THA,Thailand,0.139531094,0.143077601
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TLS,Timor-Leste,0.386190735,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TGO,Togo,0.434554226,0.687559565
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TON,Tonga,0.095685539,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TTO,Trinidad and Tobago,1.153860437,1.469653197
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUN,Tunisia,2.39893933,5.204583899
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUR,Turkey,8.765394367,16.32277628
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TKM,Turkmenistan,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,TUV,Tuvalu,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UGA,Uganda,2.832577569,7.559323822
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UKR,Ukraine,4.425740283,5.496184402
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ARE,United Arab Emirates,21.71312257,50.8910638
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,GBR,United Kingdom,52.55583172,72.0406648
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,USA,United States,69.17506017,74.69047182
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,URY,Uruguay,21.48142845,31.97673664
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,UZB,Uzbekistan,18.37158122,20.67210718
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VUT,Vanuatu,0,0
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VEN,Venezuela,4.18516344,4.749819459
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VNM,Viet Nam,18.0365255,18.98857458
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,VIR,Virgin Islands (U.S.),,
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,YEM,Yemen,0.084677829,0.188147777
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZMB,Zambia,0.234204794,0.656387039
mbsr,I911MW,Active mobile-broadband subscriptions per 100 inhabitants ,ZWE,Zimbabwe,14.89684562,29.66218313
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AFG,Afghanistan,64.1738684,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ALB,Albania,11.88165915,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DZA,Algeria,18.19353423,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ASM,American Samoa,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AND,Andorra,52.01668985,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AGO,Angola,53.18910615,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ATG,Antigua and Barbuda,54.94444444,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ARG,Argentina,23.09002433,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ARM,Armenia,20.9395411,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ABW,Aruba,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AUS,Australia,61.86790506,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AUT,Austria,41.58553547,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AZE,Azerbaijan,12.65822785,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BHS,Bahamas,29.99,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BHR,Bahrain,26.59574468,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BGD,Bangladesh,7.754342432,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BRB,Barbados,40.355,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BLR,Belarus,10.85507212,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BEL,Belgium,26.63421419,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BLZ,Belize,50,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BEN,Benin,52.98114295,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BMU,Bermuda,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BTN,Bhutan,10.69209342,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BOL,Bolivia,25.80366153,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BIH,Bosnia and Herzegovina,8.315565032,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BWA,Botswana,57.32670371,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BRA,Brazil,17.81231321,14.32692308
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BRN,Brunei Darussalam,51.66931638,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BGR,Bulgaria,14.22475107,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BFA,Burkina Faso,55.01561884,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",BDI,Burundi,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KHM,Cambodia,29.87384502,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CMR,Cameroon,61.45812582,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CAN,Canada,30.75757576,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CPV,Cape Verde,12.46801054,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CYM,Cayman Islands,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CAF,Central African Rep.,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TCD,Chad,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CHL,Chile,20.65466394,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CHN,China,18.57297632,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",COL,Colombia,18.65822863,
